INLA.max.edge,sigma2x.true,boundary.splitter,beta0.true,kappa.true,folder_string,FEM.approx.mesh,OmegaArea,MeshExact,Voronoi,DualMesh,DualMeshExtra,DualMeshExtraMeshMapped,BarycentricPointSpread,BarycentricPointSpreadManyPoints
4,0.1,1,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,256,0.00629318321364262,0.00642423215817694,0.00682437181735182,0.00647718902572644,0.00651462063832779,0.00650769143723038,0.00651548335364494
4,0.2,1,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,256,0.0128844822190568,0.0133713899967058,0.0143225847890983,0.0135589637514886,0.0136735617732195,0.0136574698977208,0.0136746968685617
3,0.1,1,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,256,0.00621393480820478,0.00647070360527861,0.00683701455290316,0.00647073047836816,0.00649532637081506,0.00647087583838343,0.00649323056141906
3,0.2,1,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,256,0.0128309983405312,0.0140141785084748,0.0146107833570731,0.013731532583649,0.0138272888273284,0.013768780547803,0.0138229864639342
4,0.1,2,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,128,0.00680791687415771,0.00710052257710544,0.00806748962140928,0.00712538533204172,0.00715850931765086,0.00706931389318856,0.00714851677404827
4,0.2,2,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,128,0.0139589054982756,0.0147743766556598,0.0170824679135917,0.0150400625814017,0.015171137834224,0.0149867775596265,0.0151465026808638
3,0.1,2,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,128,0.00662108819752027,0.0073681187803088,0.00736808164515387,0.0067289534770197,0.00651424735419583,0.00651030679420953,0.00651108218981267
3,0.2,2,1,2.82842712474619,20191212_1405_SF6cLS,TRUE,128,0.0135888256743656,0.0151032138339571,0.0152073539089026,0.0141074592172002,0.0134222621126818,0.0134186881586592,0.0134172084074434
