INLA.max.edge,boundary.splitter,Voronoi,DualMesh,DualMeshExtra,BarycentricPointSpread,BarycentricPointSpreadManyPoints
4,1,0.16800000000012,0.31899999999996,1.23700000000008,0.672999999999774,0.923999999999978
3,1,0.212999999999738,0.344000000000051,1.24800000000005,0.666999999999916,0.907999999999902
4,2,0.163000000000011,0.251999999999953,0.954000000000178,1.30299999999988,1.47299999999996
3,2,0.322000000000116,0.313000000000102,1.23099999999977,1.29899999999998,1.57500000000027
