INLA.max.edge,sigma2x.true,boundary.splitter,beta0.true,kappa.true,folder_string,FEM.approx.mesh,OmegaArea,MeshExact,Voronoi,DualMesh,DualMeshExtra,DualMeshExtraMeshMapped,BarycentricPointSpread,BarycentricPointSpreadManyPoints,AvgDetMethods
4,0.1,1,1,2.82842712474619,20191212_1434_76zMu8,TRUE,256,0.0132152635418337,0.00774980699261738,0.00752185078345953,0.00835489097157537,0.00749305389196665,0.00817093879322408,0.00778705499737407,0.00773422485404848
4,0.2,1,1,2.82842712474619,20191212_1434_76zMu8,TRUE,256,0.0557370154314976,0.0324022292450935,0.0319165827991795,0.0354722385874273,0.031864275490078,0.0333203070536463,0.0324881292068768,0.0323761144466216
3,0.1,1,1,2.82842712474619,20191212_1434_76zMu8,TRUE,256,0.0110588762031744,0.00574116785258306,0.0048092004395788,0.00545331005247596,0.0047611841823127,0.00500299500099422,0.00487440646529673,0.00501350792653112
3,0.2,1,1,2.82842712474619,20191212_1434_76zMu8,TRUE,256,0.0467926750874981,0.0229468704244783,0.0205326962732144,0.0232999192530027,0.0203783042022882,0.0208989433486409,0.0206193463255752,0.0210233216211547
4,0.1,2,1,2.82842712474619,20191212_1434_76zMu8,TRUE,128,0.0138117256863787,0.00837528947658536,0.00815415512830298,0.00891032864406658,0.00785529968398322,0.0115965427634219,0.00829953334293497,0.00876676863900392
4,0.2,2,1,2.82842712474619,20191212_1434_76zMu8,TRUE,128,0.0568441741368207,0.0329603273251531,0.0328707000949079,0.0365487653530911,0.0321725291500374,0.0396776975662323,0.033097073170069,0.0340189098309353
3,0.1,2,1,2.82842712474619,20191212_1434_76zMu8,TRUE,128,0.0101017032635346,0.00525294985771131,0.0043777538436313,0.00513712983718317,0.00421017104370518,0.00411432401235233,0.00433194529168445,0.00440143165995618
3,0.2,2,1,2.82842712474619,20191212_1434_76zMu8,TRUE,128,0.0436493149518929,0.021379381844998,0.0188970088939622,0.0224081100635116,0.0183640822207334,0.0181682861161304,0.018632168478122,0.0189694635216581
