INLA.max.edge,sigma2x.true,boundary.splitter,beta0.true,kappa.true,folder_string,FEM.approx.mesh,OmegaArea,MeshExact,Voronoi,DualMesh,DualMeshExtra,DualMeshExtraMeshMapped,BarycentricPointSpread,BarycentricPointSpreadManyPoints,AvgDetMethods
4,0.1,1,0,0.353553390593274,20191023_0945_iHcBtj,TRUE,256,0.000558606349390932,0.000569573905936198,0.000572740079043014,0.000567723835785281,0.00056870111432458,0.000568194485155237,0.000568430487784987,0.000569483810110865
4,0.1,1,0,0.471404520791032,20191023_0945_iHcBtj,TRUE,256,0.000446568347085415,0.000458452977613072,0.000461297137551839,0.000456306695506136,0.000457311695955505,0.000456916787758975,0.000457101928984026,0.000458141258077359
4,0.1,1,0,0.707106781186548,20191023_0945_iHcBtj,TRUE,256,0.000313430153471117,0.000324594743016515,0.000327171179458403,0.000322455891109538,0.000323359517103907,0.000323134501739741,0.00032324359478068,0.000324162531024644
4,0.1,1,0,0.942809041582063,20191023_0945_iHcBtj,TRUE,256,0.000240837074652518,0.000251171831362922,0.000253026710408463,0.000248629933693123,0.000249431230080106,0.000249260403284971,0.000249349535093642,0.000250260269709056
4,0.1,1,0,1.4142135623731,20191023_0945_iHcBtj,TRUE,256,0.000163548431498566,0.000171646731845474,0.000172526339928474,0.000168800536312018,0.000169379699156271,0.000169263256993422,0.000169330748689126,0.000170193311815264
4,0.1,1,0,2.82842712474619,20191023_0945_iHcBtj,TRUE,256,8.25801626377762e-05,8.63803060489143e-05,8.6442947964097e-05,8.41291248317334e-05,8.43228293028565e-05,8.42636281464841e-05,8.43021694962299e-05,8.49254454704284e-05
4,0.1,1,0,1.88561808316413,20191023_0945_iHcBtj,TRUE,256,0.000123415213275264,0.000129586544983863,0.000129987615978817,0.000126846635208703,0.00012724730948597,0.000127158908646731,0.000127213329356214,0.000127995969576677
4,0.1,1,0,3.77123616632825,20191023_0945_iHcBtj,TRUE,256,6.19979164298676e-05,6.46119593933741e-05,6.45882629689314e-05,6.27837403178941e-05,6.28851532851102e-05,6.28409425063342e-05,6.28703597918824e-05,6.33744379184525e-05
4,0.1,1,0,5.65685424949238,20191023_0945_iHcBtj,TRUE,256,4.13599396573016e-05,4.29230173912594e-05,4.28700491327608e-05,4.16295649672242e-05,4.16649007396297e-05,4.16357007075405e-05,4.16554195098782e-05,4.20126380512815e-05
4,0.1,1,0,11.3137084989848,20191023_0945_iHcBtj,TRUE,256,2.07047577850189e-05,2.14132904084102e-05,2.13755727318209e-05,2.07409642223239e-05,2.07454322391957e-05,2.07309825897716e-05,2.07408024664132e-05,2.09271462317281e-05
4,0.2,1,0,0.353553390593274,20191023_0945_iHcBtj,TRUE,256,0.000836207763029324,0.000868180715469016,0.000873054304328293,0.000863819998529227,0.00086678562779194,0.000866016053139752,0.000866374792193558,0.000868009799204902
4,0.2,1,0,0.471404520791032,20191023_0945_iHcBtj,TRUE,256,0.000665761664188853,0.000700203255341018,0.000704534987099844,0.000695289503528319,0.000698345898882423,0.000697746269379867,0.00069802699317539,0.000699649684156643
4,0.2,1,0,0.707106781186548,20191023_0945_iHcBtj,TRUE,256,0.000462969761463924,0.00049508325413803,0.000498948773000482,0.00049028934224061,0.000493065801270152,0.000492720601749457,0.000492890316344018,0.00049432087151607
4,0.2,1,0,0.942809041582063,20191023_0945_iHcBtj,TRUE,256,0.000353341608111609,0.000382164591869166,0.00038479473574563,0.000376821391873829,0.000379277726513174,0.000379014763335817,0.000379154177211374,0.000380586701394607
4,0.2,1,0,1.4142135623731,20191023_0945_iHcBtj,TRUE,256,0.000237405773102927,0.000258491266042282,0.000259533601610515,0.000253025295792153,0.000254781155301008,0.000254602040094765,0.000254707665359034,0.000256064019447726
4,0.2,1,0,2.82842712474619,20191023_0945_iHcBtj,TRUE,256,0.000118040477620116,0.000126263624100412,0.000126201716359885,0.000122535652122427,0.000123110639177577,0.000123022160295076,0.000123080477038651,0.000124020027449063
4,0.2,1,0,1.88561808316413,20191023_0945_iHcBtj,TRUE,256,0.00017785819090915,0.000192885646825894,0.000193228363449646,0.000187948301592239,0.000189150759328619,0.000189015863736932,0.000189100254461438,0.000190314575337867
4,0.2,1,0,3.77123616632825,20191023_0945_iHcBtj,TRUE,256,8.82659246980385e-05,9.34134743803106e-05,9.3289667191103e-05,9.05338935991285e-05,9.08340726481245e-05,9.07690815474109e-05,9.08127313591379e-05,9.1557625463784e-05
4,0.2,1,0,5.65685424949238,20191023_0945_iHcBtj,TRUE,256,5.86802032375982e-05,6.13934274681201e-05,6.12820160322692e-05,5.94566742966024e-05,5.95617843805532e-05,5.95196525995466e-05,5.9548271184902e-05,6.00653276980994e-05
4,0.2,1,0,11.3137084989848,20191023_0945_iHcBtj,TRUE,256,2.93049332265798e-05,3.03766057281575e-05,3.03171646507282e-05,2.94101779813165e-05,2.94240247024109e-05,2.94034936020584e-05,2.94174810064238e-05,2.96827438109447e-05
4,0.5,1,0,0.353553390593274,20191023_0945_iHcBtj,TRUE,256,0.00156728379524363,0.00171976441881378,0.00172975649650685,0.00170214178018235,0.00171658910615534,0.00171509564134485,0.0017157908104006,0.00171922069194551
4,0.5,1,0,0.471404520791032,20191023_0945_iHcBtj,TRUE,256,0.00123318691769905,0.00139725133503191,0.00140589076860202,0.00137790124286465,0.00139283139536487,0.00139167075842673,0.00139220965358103,0.00139567740636709
